term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
farmyard,mineral_earth_farmy,mineral_earth_farmy,v1,177,"Mineral, earth, grain, and agricultural descriptors.",True,mineral_earth_farmy;flaws_off_notes,"a little aggressive so let's add water right away, cuz i need mee nose. with water: farmyard and hay. very close to the mash, as they say. also a little mint and 'good' vinegar.","rder but i need my nose for other pressing matter… with water: a northern hemisphere farmyard in the middle of august. don't i sound like the society in the old day? plus, indeed","per and lemon grass. with water: as usual, bowmore's farmy side come out with water. farmyard, hay… mouth (neat): wonderful sweet peat. smoky tangerine and passion_fruit, with so",approve_primary,Approved for proposed primary construct.,approved
flint,mineral_earth_farmy,mineral_earth_farmy,v1,269,"Mineral, earth, grain, and agricultural descriptors.",False,,"st, no rotten truffle or brand new rubber boot and such -, gunpowder (same comment), flint and roasted chestnut, with then in the background, prune, chocolate, leather and tha","despite the note of plum pie and, more in the background, banana flambéed. also some flint. mouth: start on liqueur_filled chocolate and herbal sweet (switzerland's ricola, yo","ness here! extremely austere… with water: a smokiness arising (coal) as well as more flint and cut grass. very unround. mouth (neat): ah, this more to my liking. cider, nutmeg",approve_primary,Approved for proposed primary construct.,approved
flour,mineral_earth_farmy,mineral_earth_farmy,v1,58,"Mineral, earth, grain, and agricultural descriptors.",False,,"exy so far, i'd say. with water: becomes a little medicinal. also note of warm milk, flour… maybe not the best part. mouth (neat): the exact opposite of the nose when undilute","colour: white wine. nose: the sootiness is back, as well as hint of cider apple, flour, graphite oil again, rock, maybe a little mint, grass, humus… marginally easier than","h le luscious, rounded and sweet than expected. the oak's maybe a tad loud (sawdust, flour) and it just seems to block the 'inherent fruitiness', making the whole frankly tea_",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
grain,mineral_earth_farmy,mineral_earth_farmy,v1,223,"Mineral, earth, grain, and agricultural descriptors.",False,,"colour: straw. nose: quite raw and very close to the grain, with a lot of porridge, oatcake and various bread (cornbread?) as well as a little","of mint, anise and even mustard as well (seed, or rather the raw kind of 'mustard in grain' that they make here and there, like in meaux - please see below.) let's try water.","oak didn't take control here, and there's certainly something of an old high_quality grain whisky (although the label stipulates 'single malt'). finish: more of all that plus",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
grass,mineral_earth_farmy,mineral_earth_farmy,v1,1234,"Mineral, earth, grain, and agricultural descriptors.",False,,"ed fruitiness, with peach and not_too_ripe melon as well as just a few herb and some grass. chive? the whole is really very fresh. mouth: excessively fruity, starting with tar","ago. this is extremely mineral and flinty, with whiff of flower (peony and violet), grass and paraffin. then a little yeast, wet rock, candle wax and touch of lemon squash. g","new make. slightly perfumy, with these violety note yet again, a little diesel oil, grass, graphite oil and then litre of apple juice and whiff of wood smoke (fir wood?). a s",approve_primary,Approved for proposed primary construct.,approved
gravel,mineral_earth_farmy,mineral_earth_farmy,v1,168,"Mineral, earth, grain, and agricultural descriptors.",False,,"erb and almost_phenolic note. a little soot, touch of camphor, linseed oil… also wet gravel, clay… classy spirit for sure. mouth: excellent, with these phenolic note yet again,","ndeed, this is a pure mix of apple and pear juice, with grass and a few rock or some gravel thrown in for good measure. or rather graphite oil? so, a very narrow profile, almos","colour: gold. nose: start extremely waxy, earthy and mineral. soot, gravel, paraffin, fresh walnut, apple peeling… and becomes even more austere after a few se",approve_primary,Approved for proposed primary construct.,approved
green,mineral_earth_farmy,mineral_earth_farmy,v1,2951,"Mineral, earth, grain, and agricultural descriptors.",False,,"such as clove and cumin (a wee bag). with water: more spice! black pepper, a little green_tea, something mineral… finish: long, dry, spicy. clove and pepper in the aftertaste","est again… mouth: the oak is rather loud at first sip, with this feeling of peppered green_tea (i know, i know) but other than that, it would just unfold on the very same note","ect. cinchona, honeydew, apple crumble, beeswax, apple peeling, limoncello, touch of green_tea, a little pepper, maybe cardamom… yes, perfect. finish: long, with the apple pee",approve_primary,Approved for proposed primary construct.,approved
hay,mineral_earth_farmy,mineral_earth_farmy,v1,587,"Mineral, earth, grain, and agricultural descriptors.",False,,"er: as often, it's the herbal side that come out, with parsley like in the mortlach, hay, wet leaf, leather polish… mouth (neat): super excellent ultra_classic sherry monste","colour: white wine. nose: clean, maritime, waxy young clynelish. humus, brine, hay, shoe polish, leather. mouth: ah yes. punchy, waxy, earthy, salty and just a little","e, but there're not only apple of course. also quite some cinnamon and vanilla, some hay, nutmeg, grass… get drier and drier in fact. with water: more fruit coming out, pear",approve_primary,Approved for proposed primary construct.,approved
leafy,mineral_earth_farmy,mineral_earth_farmy,v1,443,"Mineral, earth, grain, and agricultural descriptors.",False,,"l good, with an oily mouth feel. great body! finish: long, on the same lemony/greasy/leafy profile and always these teasing 'chemical' note. i write 'chemical' for lack of a b","e this would have been fab. finish: long, with a little salt and again that slightly leafy thing. smoked maracuja ice cream. comment: laphroaig can be very versatile and this","gold. nose: interestingly, this is much more austere, mineral, even flinty, grassy, leafy… not only it's younger than the 1986 but the oak wa much le active too. which doe no",approve_primary,Approved for proposed primary construct.,approved
limestone,mineral_earth_farmy,mineral_earth_farmy,v1,254,"Mineral, earth, grain, and agricultural descriptors.",False,,"irst nosing, with also note of white wine (riesling) and more and more mineral note (limestone). a little cider and lemon juice as well, old coal stove, rubbed mint leaf… all nice","(before they often become true fruit bomb). lot of granny smith apple, white peach, limestone, sweet bread (or even orange blossom_flavoured brioche) and touch of sweet yeast. gu","d pretty mineral profile, ultra_zesty and zingy, with wheelbarrow of lime, lemon and limestone. granted, there is something sour but we're rather in wine territory, with some bone",approve_primary,Approved for proposed primary construct.,approved
malt,mineral_earth_farmy,mineral_earth_farmy,v1,2778,"Mineral, earth, grain, and agricultural descriptors.",False,,"ted. old coal stove, lovage... complex and beautiful. mouth: as often with these old malt, the first sip won't tell you whether it'll be over_oaked or not. seems to hesitate","maybe tinned pineapple somewhere. barley… mouth (neat): good, full, sweet speyside. malt, apple pie and touch of lemon and liquorice. it's all good but i wouldn't say there'",. it's not often that we're as close as that to the raw material when tasting a 17yo malt whisky. with water: even more so. maybe a little grapefruit. mouth (neat): plain bar,exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
manure,mineral_earth_farmy,mineral_earth_farmy,v1,69,"Mineral, earth, grain, and agricultural descriptors.",True,mineral_earth_farmy;flaws_off_notes,"ere (i'm sorry, dog), raw wool, leaven, beer… then more ash and coal smoke, touch of manure, dried kelp, seawater… and a little fresh butter. a very 'natural' version that just","s, kind of sweeter, with some sucrose, barley_sugar, then more hay and even whiff of manure, white wine, then more white vinegar… it's a bit hard to have a good idea of how it","ittle incense and sandalwood. and fudge and shortbread. with water: hay bordering on manure now. wild and, well, organic. hard_boiled egg. mouth (neat): very nice attack but it",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
mineral,mineral_earth_farmy,mineral_earth_farmy,v1,1379,"Mineral, earth, grain, and agricultural descriptors.",False,,"ry monster, full of dried_fruit, spice and wax. to the brim! it's also magnificently mineral and oily, with these whiff of old_style motor oil and then an endless development on","min (a wee bag). with water: more spice! black pepper, a little green_tea, something mineral… finish: long, dry, spicy. clove and pepper in the aftertaste. comment: a wonderful","n but this time it's drier and flintier, lemony, a little riesling_esque, pleasantly mineral, with the malty/barley note in the background and note of cider apple becoming loude",approve_primary,Approved for proposed primary construct.,approved
